LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Net units with commencement date,Net units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
17/2523/FUL,Richmond upon Thames,,Completed,All Other,"Conversion of existing dwelling house to 5 no. self-contained flats, comprising 3no. 1 bedroom units, 1no. 2 bedroom unit and 1no. 3 bedroom unit, and external alterations to existing fenestration.",Railway Cottage,Railway Cottage,White Hart Lane,Barnes,SW13 0PZ,01/02/2018,18/01/2019,,,5,1,4,4,4,Approved,17/11/2017,,,
15/P2989,Merton,,Completed,All Other,"DEMOLITION OF EXISTING DWELLINGHOUSE AND ERECTION OF 4 x SEMI-DETACHED FOUR BEDROOM HOUSES, WITH ACCOMMODATION AT BASEMENT LEVEL AND ROOMS WITHIN THE ROOF SPACE AND ASSOCIATED PARKING AND LANDSCAPING.",1,1,Arterberry Road,Raynes Park,SW20 8AD,03/10/2016,27/09/2017,,,4,1,3,3,3,Approved,23/03/2015,,,
34515/APP/2016/4492,Hillingdon,,Completed,All Other,Conversion of existing House of Multiple Occupancy into 3 x studio flats involving alterations to elevations,51,51,Hillingdon Road,Uxbridge,UB10 0AD,15/02/2017,02/11/2017,,,3,1,2,2,2,Approved,10/03/2017,,,
17/02066/CLE,Newham,,Completed,All Other,Certificate of lawfulness for the existing use as 1 x 2 bed flat on the ground floor and 1 x 1 bed flat on the first floor.,3,3,Sebert Road,Forest Gate,E7 0NG,31/08/2017,31/08/2017,,,2,1,1,1,1,Approved,31/08/2017,,,
2016/2823,Wandsworth,,Completed,All Other,Conversion of existing 4 x bed flat into 1 x 1-bedroom flat and 1 x studio flats.,30 Harvard Mansions,30 Harvard Mansions,St Johns Hill,,SW11 1TB,03/10/2017,01/04/2019,,,2,1,1,1,1,Approved,28/07/2016,,,
15/AP/1227,Southwark,,Completed,All Other,"CHANGE OF USE OF PART OF GROUND FLOOR FROM RETAIL (USE CLASS A1) TO RESIDENTIAL, ERECTION OF A SINGLE STOREY SIDE/REAR EXTENSION AND SECOND FLOOR REAR EXTENSION AND ENLARGEMENT OF EXISTING DETACHED OUTBUILDING TO CREATE 4 SELF-CONTAINED FLATS (X1 STUDIO, X2 ONE BED, X1 TWO BED) (USE CLASS C3).",129,129,SOUTHAMPTON WAY,,SE5 7EW,10/10/2016,10/04/2017,,,4,1,3,3,3,Approved,03/06/2015,,,
16/01447/P,Croydon,,Completed,All Other,Alterations; conversion to form 1 two bedroom and 3 one bedroom flats; erection of four storey side/rear extension and single storey rear extension with rear staircase access to garden (Amended Description),34,34,Waddon Road,Croydon,CR0 4LF,23/11/2017,31/03/2018,,,4,7,-3,-3,-3,Approved,27/10/2016,,,
17/00936/FULL1,Bromley,,Completed,All Other,"Roof alterations comprising rear dormer extension and front and rear rooflights, elevational alterations and conversion of upper floors into 1 three bedroom and 1 one bedroom flats",18a,18a,Carlton Parade,Orpington,BR6 0JD,22/08/2017,23/02/2018,,,2,1,1,1,1,Approved,28/04/2017,,,
17/01913/FUL,Lambeth,,Completed,All Other,"Conversion of the existing property to provide 2 dwellinghouses with rear gardens and off street car parking, involving the erection of a two storey rear return together with the reopening of a side entrance and the installation of a new window to the side elevation.",29-31,29-31,Cambria Road,,SE5 9AE,01/08/2017,31/03/2018,,,2,1,1,1,1,Approved,14/06/2017,,,
17/04672/FULL,Westminster,,Completed,All Other,"Amalgamation of flats 2 and 3 to create a single residential unit, construction of a closet wing rear extension at second floor level, and associated external and internal refurbishment includin replacement windows and doors. (Linked to 17/04673/LBC)",2,2,Bathurst Street,,W2 2SD,01/02/2018,01/10/2018,,,1,2,-1,-1,-1,Approved,20/07/2017,,,
2014/0345,Hackney,,Completed,All Other,"Refurbishment of existing three-storey building including restoration of front façade and erection of four storey roof extension at second, third, fourth and fifth floor level to rear of site in order to provide a total of 158 square metres of retail floorspace (Class A1) and 5 residential units (4 x 1-bed, 1 x 3-bed) along with associated waste and cycle storage.",77,77,Hackney Road,,E2 8ET,01/03/2017,07/03/2018,,,5,3,2,2,2,Approved,03/04/2014,,,
P/2014/5864,Ealing,16/12/2014,Completed,All Other,Conversion of second floor three bedroom flat to 1x2 bed unit and 1x studio apartment.,51D,51D,Woodville Gardens,Ealing,W5 2LN,10/12/2015,01/04/2018,,,2,1,1,1,1,Approved,09/02/2015,,,https://pam.ealing.gov.uk/online-applications/PLAN/P/2014/5864;
2017/0163,Hackney,,Completed,All Other,Conversion of two self-contained one bedroom flats to one self contained three bedroom flat.,6,6,King Edwards Road,,E9 7SF,30/04/2017,01/03/2018,,,1,2,-1,-1,-1,Approved,30/03/2017,,,
16/P0092,Merton,,Completed,All Other,"CONVERSION OF EXISITNG DWELLING HOUSE INTO 1 X 2 AND 1 X 3 BEDROOM FLATS INVOLVING ERECTION OF SINGLE STOREY REAR EXTENSION, TWO STOREY SIDE INFILL EXTENSION, REPLACEMENT OF EXISITNG HIPPED ROOF WITH GABLE END ROOF WITH REAR MANSARD ROOF EXTENSION INVOLVING INCREASING RIDGE HEIGHT BY 200MM AND INCORPORATING TWO REAR DORMER WINDOWS, TWO ROOF LIGHTS TO FRONT ROOF ELEVATION AND ERECTION OF REAR EXTERNAL STAIRCASE TO PROVIDE ACCCESS TO GARDEN.",52,52,Gladstone Road,,SW19 1QT,25/10/2016,09/06/2017,,,2,1,1,1,1,Approved,05/08/2016,,,
DC/17/103875,Lewisham,,Completed,All Other,Lawful Development Certificate (existing) in respect of the use of the first and second floors as self contained flats (C3) at 109 St Asaph Road SE4.,109,109,ST ASAPH ROAD,LONDON,SE4 2DZ,23/11/2017,23/11/2017,,,2,1,1,1,1,Approved,23/11/2017,,,
2016/3911,Hackney,,Completed,All Other,Erection of a roof extension at fifth floor level to provide additional living accommodation,38,38,Shepherdess Walk,,N1 7LB,25/09/2017,21/08/2018,,,1,1,0,0,0,Approved,20/12/2016,,,
16/03518/FULL1,Bromley,,Completed,All Other,"Elevational alterations, conversion of garage to habitable accommodation, single storey rear and rear dormer extensions and conversion into 4 flats with 4no. car parking spaces, bicycle storage and associated landscaping at rear.",25,25,Samos Road,Penge,SE20 7UQ,12/09/2016,29/03/2018,,,4,1,3,3,3,Approved,08/09/2016,,,
17/02998,Newham,,Completed,All Other,Certificate of lawfulness for the existing use as 2 flats.,97,97,Seventh Avenue,Manor Park,E12 5JJ,09/10/2017,09/10/2017,,,2,1,1,1,1,Approved,09/10/2017,,,
17/03920/FULL,Westminster,,Completed,All Other,"Amalgamation of Nos. 35 and 35A to form a single dwellinghouse, with the erection of rear and basement extensions and alterations to the front elevation.",35,35,Chester Row,,SW1W 9JE,25/08/2017,01/04/2019,,,1,2,-1,-1,-1,Approved,25/08/2017,,,
16/0336/FUL,Barnet,,Completed,All Other,Construction of a two-storey detached family dwellinghouse with rooms in the roofspace following demolition of the existing house,13,13,Shirehall Gardens,West Hendon,NW4 2QT,30/06/2017,01/11/2018,,,1,1,0,0,0,Approved,30/03/2016,,,
2015/2998,Hackney,,Completed,All Other,"Erection of part three storey, part single storey rear extensions at ground floor level, erection of rear roof extension and alterations to rear fenestration (following demolition of existing rear outrigger), to facillitate the conversion of two residential units into three residential units (3x1bed)",9,9,Manor Road,,N16 5SG,12/09/2017,13/06/2018,,,3,1,2,2,2,Approved,02/12/2016,,,
15/02001/FUL,Bexley,,Completed,All Other,Conversion of existing maisonette to provide 2 x bed flats with associated parking.,73A,73A,Maidstone Road,Sidcup,DA14 5HB,01/06/2017,12/03/2018,,,2,1,1,1,1,Approved,02/11/2015,,,
2015/2251,Wandsworth,,Completed,All Other,"Refurbishment of ground floor commercial unit; external alterations and erection of four-storey rear extension with formation of terraces with safety balustrades at upper ground, first and second floor levels in connection with the use of the rear ground and upper floors of the property as 3 self-contained flats (1 x 2 bedroom and 2 x 1 bedroom) (Use Class C3).",60,60,Lavender Hill,,SW11 5RQ,31/03/2017,03/04/2018,,,3,1,2,2,2,Approved,22/10/2015,,,
17/03407/FUL,Croydon,,Completed,All Other,"Demolition of the existing houses ; Erection of a four storey building comprising 5 one bedroom and 7 two bedroom flats: provision of cycle storage, and refuse/ recycling store, and associated landscaping (amended description)",4-6,4-6,Montague Road,Croydon,CR0 3SS,05/02/2018,04/07/2019,,,12,2,10,10,10,Approved,17/11/2017,,,
17/03175/FUL,Enfield,,Completed,All Other,"Conversion and subdivision of property into 2 x 3 bed single family dwelling involving two storey side extension, part single, part 2 storey rear extension and front porch.",78,78,Picketts Lock Lane,London,N9 0AX,08/12/2017,20/07/2018,,,2,1,1,1,1,Approved,08/12/2017,,,
2017/02155/FUL,Hammersmith and Fulham,,Completed,All Other,Retention of 2no rooflights in the front roofslope; erection of a rear roof extension; erection of a single storey rear extension to the side of the existing back addition; excavation of the front and rear garden to form lightwells in connection with the enlargement of the existing basement; installation of a door to replace the existing window to the side of single storey back addition; conversion of the existing dwellinghouse into 2 x one bedroom and 2 x two bedroom self-contained flats.,9,9,Arminger Road,London,W12 7BA,07/12/2017,07/12/2017,,,4,5,-1,-1,-1,Approved,07/12/2017,,,
15/05640/FULL1,Bromley,,Completed,All Other,Conversion of maisonette to form 2 one bedroom flats and elevational alterations,21A,21A,Carlton Parade,Orpington,BR6 0JD,09/01/2018,11/06/2018,,,2,1,1,1,1,Approved,22/02/2016,,,
15/P3969,Merton,,Completed,All Other,"DEMOLITION OF EXISTING DWELLING AND THE ERECTION OF A NEW FOUR STOREY DWELLINGHOUSE COMPRISING A BASEMENT LEVEL AND ROOMS IN ROOFSPACE TOGETHER WITH ASSOCIATED CAR PARKING AND LANDSCAPING REVISIONS TO DESIGN OF HOUSE FOLLOWING REFUSAL OF PLANNING APPLICATION LBM REF.15/P2256 ON 13/10/2015 INVOLVING REPOSITIONING THE BUILDING 1 METRE BACK FROM ROAD FRONTAGE, REDUCTION IN WIDTH OF HOUSE, INCREASING THE SEPARATION BETWEEN PROPOSED HOUSE AND NUMBER 6 ST MARY'S ROAD, REDUCTION IN FLOOR AREA OF REAR WING (INCLUDING BASEMENT BELOW), PITCHED ROOF TO REAR REPLACED BY FLAT ROOF, REDUCTION IN SIZE OF CHIMNEY AND HEIGHT OF FENCING REDUCED).",8,8,St Mary's Road,,SW19 7BW,04/10/2016,20/10/2017,,,1,1,0,0,0,Approved,25/02/2016,,,
H/03155/11,Barnet,,Completed,All Other,Erection of a single storey infill extension and a single storey rear extension to be used as a granny annex.,142,142,Station Road,"London,",NW4 3SP,09/12/2011,08/06/2017,,,2,1,1,1,1,Approved,19/09/2011,,,
PA/14/02288,Tower Hamlets,,Completed,All Other,"Renovation, remodelling, ground floor rear extension, basement enlargement and conversion of (1 x 4 beds) dwelling house into four (1 x 3 beds, 2 x 1 beds and 1 x studio) self-contained flats.",75,75,Globe Road,London,E1 4DY,02/11/2015,10/01/2018,,,4,1,3,3,3,Approved,04/12/2014,,,
16/01472/P,Croydon,,Completed,All Other,Demolition of existing building; erection of three storey building with basement comprising 6 one bedroom and 2 two bedroom flats; formation of vehicular access and provision of associated parking,30-32,30-32,Lismore Road,South Croydon,CR2 7QA,31/10/2017,12/02/2019,,,8,2,6,6,6,Approved,30/08/2016,,,
16/05724/FUL,Lambeth,,Completed,All Other,Conversion of three self-contained flats into a single dwelling house.,7,7,Riggindale Road,,SW16 1QL,20/09/2017,15/12/2017,,,1,3,-2,-2,-2,Approved,12/12/2016,,,
2016/2787,Hackney,,Completed,All Other,"Internal and external alterations including removal of internal access staircase, formation of a new window, formation of a light well, enlargement of existing light well, removal of internal walls, infilling of openings and creation of fence and conversion of the building to provide two self-contained dwellings (use class C3)",1,1,Livermere Road,,E8 4EZ,05/05/2017,01/04/2018,,,2,1,1,1,1,Approved,25/10/2016,,,
2015/3021,Wandsworth,,Completed,All Other,Internal and external alterations to covert existing two-storey side extension to a 1-bedroom house.,9,9,Putney Heath Lane,,SW15 3UG,01/04/2017,31/03/2018,,,2,1,1,1,1,Approved,23/09/2015,,,
2016/01529/FUL,Hammersmith and Fulham,,Completed,All Other,"Change of use of part of the ground floor from retail (Class A1) into residential (Class C3); erection of a part one, part two storey rear extension at ground and first floor level; erection of a single storey rear extension to the side of the extended back addition; conversion of first, second and part of ground floor level into 2 x studio and 1 x two bedroom self-contained flats; formation of refuse and cycle storage in the rear garden.",85 & 85A,85 & 85A,Goldhawk Road,London,W12 8EG,13/12/2016,19/02/2018,,,3,1,2,2,2,Approved,13/06/2016,,,
16/02680/FUL,Lambeth,,Completed,All Other,Erection of a mansard roof extension and the conversion of the existing single residential unit into 3x self-contained residential units with associated cycle and refuse and recycling storage.,377,377,Norwood Road,,SE27 9BN,01/06/2017,31/03/2018,,,3,1,2,2,2,Approved,01/09/2016,,,
15/01378/FUL,Barnet,,Completed,All Other,"Conversion of existing single family dwelling into 4 no. self contained flats, including part single, part two storey rear and side extension. Extension to roof including 2no. rear dormers and insertion of 8no. roof-lights facilitate a loft conversion. Provision of 4no. off street parking spaces to the front, refuse facilities and bicycle storage to rear garden.",323,323,Watford Way,Hendon,NW4 4TE,15/06/2015,05/10/2017,,,4,1,3,3,3,Approved,18/05/2015,,,
P13-01014PLA,Enfield,,Completed,All Other,Demolition of existing dwelling and erection of a detached 3-bed dwelling with rooms in roof involving first floor dormer windows to side and front and solar panels to rear.,CORALDALE COTTAGE,CORALDALE COTTAGE,BURNT FARM RIDE,ENFIELD,EN2 9DY,01/06/2016,05/06/2017,,,1,1,0,0,0,Approved,10/06/2013,,,
16/04847/FUL,Enfield,,Completed,All Other,First floor rear extension including creation of a rear access to the flats to create 2 flats to provide 1 x 1-bed and 1 x 2-bed,327,327,Green Lanes,London,N13 4TY,01/04/2018,01/03/2019,,,2,1,1,1,1,Approved,30/03/2017,,,
15/4998,Brent,,Completed,All Other,"Erection of a three storey rear extension to the temple, and demolition of Nos 1, 3 and 5 Deerhurst Rd and erection of two 2 storey buildings with converted loft space providing a 14 bed care home and 5 self-contained flats (1 x 1bed, 1 x 2bed, 2 x 3bed and 1 x 4bed) with associated two storey basement level car and cycle parking and landscaping and subject to a Deed of Agreement dated 20 December 2016 under Section 106 of the Town and Country Planning Act 1990, as amended","Shree Swaminarayan Temple, 1A-C, 3, 5A-D","Shree Swaminarayan Temple, 1A-C, 3, 5A-D",Deerhurst Road,willesden,NW2 1PG,10/04/2017,01/04/2020,,,5,6,-1,-1,-1,Approved,27/01/2017,,,
17/04675/LDCE,Lambeth,,Completed,All Other,Application for a Certificate of Lawful Development (Existing) with respect to the use of ground floor and basement as a self contained flat. (Known as Flat 1).,19,19,Saltoun Road,,SW2 1EN,08/12/2017,08/12/2017,,,1,1,0,0,0,Approved,08/12/2017,,,
15/02198/FUL,Barnet,,Completed,All Other,"Construction of 2no. two-storey single family dwelling houses with rooms in roof space following demolition of existing detached house. Alterations to site to include the subdivision of existing site into 2no. properties, construction of new crossover on Northiam, and provision of secure bin enclosures",13,13,Laurel Way,Totteridge,N20 8HR,01/07/2016,05/04/2018,,,2,1,1,1,1,Approved,26/05/2015,,,
2014/3609,Wandsworth,,Completed,All Other,Construction of a basement extension with front lightwell (with railing surround) and rear lightwell. Construction of single storey rear and side extensions. Associated internal and external alterations (including provision of bin storage to front) to provide two self-contained flats at ground and basement levels.,137A,137A,Broomwood Road,,SW11 6JU,17/09/2015,31/03/2018,,,2,1,1,1,1,Approved,14/10/2014,,,
21723/APP/2016/3864,Hillingdon,,Completed,All Other,"Conversion of an existing 4-bed dwelling to 1 x 3-bed and 1 x 2-bed dwellings including single storey rear extensions, the addition of a third storey to the existing double storey side extension and the addition of a rear extension to the first floor of the side extension",33,33,Willowtree Close,Ickenham,UB10 8RD,03/08/2017,20/08/2018,,,2,1,1,1,1,Approved,06/01/2017,,,
PA/15/02578/A1,Tower Hamlets,,Completed,All Other,Single storey rear extension and subdivision of 3 bedroom house to provide 2 flats consisting of 1x4 bed and 1x2 bed flats.,62,62,Swaton Road,,E3 4ET,05/02/2016,30/06/2017,,,2,1,1,1,1,Approved,19/11/2015,,,
30788/APP/2016/2878,Hillingdon,,Completed,All Other,Conversion of dwelling house into 2 x 1-bed self-contained flats,36,36,West Road,West Drayton,UB7 9LG,21/09/2017,27/11/2017,,,2,1,1,1,1,Approved,11/10/2016,,,
17/00042/FUL,Croydon,,Completed,All Other,Conversion to form 2 x one bedroom and 1 x studio flats,2,2,Alton Road,Croydon,CR0 4LY,04/10/2017,04/10/2017,,,3,1,2,2,2,Approved,07/03/2017,,,
15/04432/FULL1,Bromley,,Completed,All Other,Proposed conversion of dwellinghouse to form 3 no. flats,90,90,Wiverton Road,Sydenham,SE26 5HZ,17/10/2016,28/09/2017,,,3,1,2,2,2,Approved,29/12/2015,,,
17/03225/CLE,Newham,,Completed,All Other,Certificate of lawfulness for the existing use as 4 self contained flats,142,142,First Avenue,Manor Park,E12 6AJ,20/11/2017,20/11/2017,,,4,1,3,3,3,Approved,20/11/2017,,,
16/00274/P,Croydon,,Completed,All Other,Demolition of the existing dwelling; erection of a three storey building with lower ground floor comprising 7 two bedroom flats with associated access and forecourt parking,393,393,Wickham Road,Croydon,CR0 8DP,15/01/2018,18/10/2018,,,7,1,6,6,6,Approved,04/08/2016,,,
2016/4035,Hackney,,Completed,All Other,Conversion of Live/work unit (Sui generis use) to C3 (residential use).,3,3,Piano Lane,,N16 9AY,12/02/2017,13/05/2017,,,1,1,0,0,0,Approved,16/01/2017,,,
2016/04513/FUL,Hammersmith and Fulham,,Completed,All Other,"Erection of a rear roof extension involving an increase in the ridge height by 100mm; erection of a rear extension at second floor level, on top of the existing back addition; erection of a single storey rear extension to the side of the existing back addition at upper ground floor level; alterations to roof of ground floor extension; conversion of the existing property into 1 x two bedroom and 2 x one bedroom self-contained flats.",51,51,Reporton Road,London,SW6 7JP,08/12/2016,31/03/2018,,,3,1,2,2,2,Approved,08/12/2016,,,
160372FUL,Ealing,08/04/2016,Completed,All Other,"Retrospective planning permission is sought for conversion of existing building into three self-contained units (1 x 1 bed, 1 x 2 bed and 1 x 3 bed)",125,125,The Grove,Ealing,W5 3SL,13/11/2017,13/11/2017,,,3,2,1,1,1,Approved,13/11/2017,,,https://pam.ealing.gov.uk/online-applications/PLAN/160372FUL;
16/5974/FUL,Barnet,,Completed,All Other,Conversion from single dwelling into 3 no. self-contained flats.,2,2,Helenslea Avenue,Childs Hill,NW11 8ND,01/09/2017,01/01/2018,,,3,1,2,2,2,Approved,08/11/2016,,,
16/01238/FUL,Enfield,,Completed,All Other,Subdivision of site and erection of a detached 1 x 4 bed single family dwelling with rooms in roof.,,,Turkey Street,,EN1 4PT,01/04/2018,13/03/2019,,,2,1,1,1,1,Approved,22/07/2016,,,
160897FUL,Ealing,11/04/2016,Completed,All Other,Conversion of two flats into a single dwellinghouse.,37,37,Disraeli Road,Ealing,W5 5HS,01/09/2017,01/02/2018,,,1,2,-1,-1,-1,Approved,06/06/2016,,,https://pam.ealing.gov.uk/online-applications/PLAN/160897FUL;
17/03553/LDCE,Lambeth,,Completed,All Other,Application for a Certificate of Lawful Development (Existing) with respect to the use of the building as 5 self contained flats.,12,12,Tankerville Road,,SW16 5LL,26/09/2017,26/09/2017,,,5,1,4,4,4,Approved,26/09/2017,,,
17/02436/FUL,Croydon,,Completed,All Other,"Alterations, use of first, second and third floors as 2 two bedrooms and 1 one bedroom flats. Erection of first floor rear extension and second floor side extension, provision of amenity space and cycle and bin storage",84,84,Westow Hill,London,SE19 1SB,01/01/2018,31/03/2018,,,3,1,2,2,2,Approved,22/08/2017,,,
2017/02101/FUL,Hammersmith and Fulham,,Completed,All Other,Erection of a rear roof extension; installation of 3no. rooflights in the front roofslope; erection of a two storey side rear extension at ground and first floor level; erection of a single storey rear extension following the demolition of the existing rear extension; all in connection with the conversion of the single family dwelling house into 2no. one bedroom self-contained flats and 2no. two bedroom self-contained flats.,76,76,Pennard Road,London,W12 8DS,01/01/2018,18/02/2019,,,4,1,3,3,3,Approved,30/08/2017,,,
15/07417/FUL,Barnet,,Completed,All Other,"Part single, Part two storey rear extension to form conversion of existing 4 bedroom house to 2no self-contained flats with associated parking. New side entrance and canopy",11,11,North Crescent,Finchley Church End,N3 3LL,01/01/2017,24/08/2017,,,2,1,1,1,1,Approved,01/02/2016,,,
15/14509/FUL,Kingston upon Thames,,Completed,All Other,Demolition of existing dwellinghouse and erection of new dwellinghouse with partial basement and integral garage.,PINEWOOD,PINEWOOD,COOMBE HILL ROAD,,KT2 7DY,02/06/2017,06/12/2018,,,1,1,0,0,0,Approved,09/10/2015,,,
23916/APP/2015/2771,Hillingdon,,Completed,All Other,"Two storey, 6-bedroom, detached dwelling with habitable roof space comprising two rear dormers, associated parking and amenity space involving demolition of existing dwelling",31,31,The Avenue,Ickenham,UB10 8NR,10/07/2017,15/05/2018,,,1,1,0,0,0,Approved,01/03/2016,,,
17/02324/RG4,Lambeth,,Completed,All Other,De-conversion of 2 studio flats at first floor to 1 self-contained flat.,25,25,Drewstead Road,,SW16 1LY,10/01/2018,15/04/2018,,,1,2,-1,-1,-1,Approved,11/07/2017,,,
2015/3427,Hackney,,Completed,All Other,"Creation of front and rear lightwells, installation of rear external staircase between ground and lower ground floor level and replacement of front and rear windows to facilitate conversion to 2 x self-contained dwellings (use class C3) comprising 1 x 2-bed and 1 x 3-bed units.",8,8,St Thomas Square,,E9 7PN,17/07/2016,24/08/2017,,,2,1,1,1,1,Approved,12/02/2016,,,
15/02969/FUL,Barnet,,Completed,All Other,Roof extension including 1no. side and 1no. rear dormer windows and insertion of 2no. front facing roof lights to facilitate a new self-contained flat. Associated works,"First Floor Flat,26","First Floor Flat,26",Holden Road,Totteridge,N12 8HT,21/08/2015,01/08/2017,,,1,1,0,0,0,Approved,27/07/2015,,,
15/04180/FULL,Westminster,,Completed,All Other,"Demolition of existing building and redevelopment to provide a single house on basement, ground and three upper floors including a rear terrace at first floor level and air condenser units within a rear basement lightwell",3,3,Market Mews,,W1J 7BY,02/04/2018,17/03/2020,,,1,1,0,0,0,Approved,15/12/2015,,,
2182/15,Redbridge,,Completed,All Other,Alterations to existing rear external staircase. New shop front. Conversion of existing two dwellings (18 and 20 Postway Mews) on first and second floors into four flats. Loft conversion with front and rear dormers to create additional flat. Two storey rear extensions to each wing. Provision of first floor courtyard amenity space (Summary).,108-110 High Road & 18-20,108-110 High Road & 18-20,Postway Mews,Ilford,IG1 1DE,10/01/2018,02/03/2018,,,5,2,3,3,3,Approved,09/09/2015,,,
2012/6002,Wandsworth,,Completed,All Other,Change of use from two flats to a single dwelling including the reinstatement of the front entrance door,107,107,West Hill Road,,SW18 5HR,01/04/2017,31/03/2018,,,1,2,-1,-1,-1,Approved,26/06/2013,,,
9971/APP/2016/4590,Hillingdon,,Completed,All Other,"Two x 2-storey, 3-bed dwellings with associated parking and amenity space, cycle and waste storage and vehicular crossover to front, involving demolition of existing bungalow",26,26,Hardy Avenue,Ruislip,HA4 6SX,10/08/2017,09/02/2019,,,2,1,1,1,1,Approved,01/03/2017,,,
17/AP/4398,Southwark,,Completed,All Other,Conversion of property from single family dwelling to 2 x two bedroom flats (retrospective application).,74,74,CHOUMERT ROAD,,SE15 4AX,01/10/2016,01/05/2017,,,2,1,1,1,1,Approved,10/01/2018,,,
70772/APP/2015/2912,Hillingdon,,Completed,All Other,"Two story, 1-bed, end of terrace dwelling with associated parking and amenity space involving installation of 2 crossovers to front",2,2,Peach Tree Avenue,Yiewsley,UB7 8DH,26/02/2016,01/01/2018,,,1,1,0,0,0,Approved,16/10/2015,,,
17/01695/FUL,Bexley,,Completed,All Other,Erection of 1 x 3 bed end of terrace dwelling.,45,45,Hartford Road,Bexley,DA5 1NG,22/02/2018,22/05/2019,,,1,1,0,0,0,Approved,15/09/2017,,,
16/06391/FUL,Croydon,,Completed,All Other,Alterations and conversion to form 2 one bedroom and 1 two bedroom flats and erection of single storey rear extension,205,205,Brighton Road,South Croydon,CR2 6EJ,27/10/2017,27/10/2017,,,3,7,-4,-4,-4,Approved,26/04/2017,,,
2016/1020,Hackney,,Completed,All Other,"Conversion of single dwellinghouse into three flats (one 4-bed flat, one 1-bed and one 1-person studio); erection of single-storey rear extension at ground floor level",138,138,Bethune Road,,N16 5DS,03/09/2016,11/12/2017,,,3,1,2,2,2,Approved,19/05/2016,,,
71673/APP/2016/2914,Hillingdon,,Completed,All Other,"2 x two storey, 3-bed, detached dwellings with associated parking and amenity space, involving demolition of existing dwelling and installation of vehicular crossover to front",1,1,St Margarets Avenue,Uxbridge,UB8 3HH,31/01/2018,01/06/2019,,,2,1,1,1,1,Approved,18/10/2016,,,
2016/1098,Wandsworth,,Completed,All Other,"Alterations in connection with the conversion of basement and ground floor self contained flats (Class C3) and office (Class B1) into part retail (Class A1) and part residential (Class C3) (1 x one-bedroom flat); conversion of the remainder of the property from 1 x three-bedrrom flat into 1 x one-bedroom flat and 1 x two-bedroom flat including erection of single storey rear/side extension, mansard roof extension to main rear roof and above part of two-storey back addition. Excavation at basement level to create rear lightwell; alterations to include replacement shopfront. (Revised description following amendments to drawings).",207,207,Garratt Lane,,SW18 4DS,31/08/2016,13/06/2017,,,3,3,0,0,0,Approved,21/04/2016,,,
2016/1671,Hackney,,Completed,All Other,"Excavation and enlargement of the basement, creation of a lightwell, erection of ground floor rear extension and installation of rear rooflights to facilitate conversion of the single dwelling (use class C3) into two self-contained dwellings (use class C3) comprising 1 x 2 bed unit and 1 x 3 bed unit.",84,84,Gore Road,,E9 7HW,02/06/2017,02/07/2018,,,2,1,1,1,1,Approved,20/07/2016,,,
171860FUL,Ealing,12/04/2017,Completed,All Other,"Conversion of a residential property to provide an additional flat (an increase from two self-contained to three self-contained flats); with associated vehicular access, refuse space and car parking.",87,87,Rushdene Crescent,Northolt,UB5 6NG,30/05/2017,01/03/2018,,,3,1,2,2,2,Approved,30/05/2017,,,https://pam.ealing.gov.uk/online-applications/PLAN/171860FUL;
2016/01559/FUL,Hammersmith and Fulham,,Completed,All Other,Erection of a rear roof extension; installation of 2no rooflights to replace the existing rooflight in the front roofslope; erection of a single storey rear extension to the side of the existing back addition following the removal of external steps at the rear of the building; conversion of the existing dwellinghouse into 2 x two bedroom and 1 x studio self-contained flats.,54,54,Shorrolds Road,London,SW6 7TP,07/06/2016,31/03/2018,,,3,1,2,2,2,Approved,07/06/2016,,,
16/01708/P,Croydon,,Completed,All Other,Use of second floor as 1 two bedroom and 1 studio flats; erection of dormer extension and rooflights,7,7,Musgrove Close,Purley,CR8 4ES,27/11/2017,31/03/2018,,,2,1,1,1,1,Approved,01/07/2016,,,
PP/2015/6254,Ealing,28/11/2015,Completed,All Other,Conversion of property into two self-contained flats (1 x 2 bed and 1 x 3 bed) involving rear roof extension; alteration of roof from hipped to gable ended; installation of 2 No. rooflights in front roofslope; refuse and bicycle storage; single storey rear extension.,23,23,Greystoke Park Terrace,Ealing,W5 1JL,09/01/2017,15/06/2017,,,2,1,1,1,1,Approved,10/03/2016,,,https://pam.ealing.gov.uk/online-applications/PLAN/PP/2015/6254;
17/1971/FUL,Richmond upon Thames,,Completed,All Other,Demolition of the existing bungalow (C3) and the erection of a pair of semi-detached dwellings with associated landscaping and off-street parking.,59,59,Ham Street,Ham,TW10 7HR,01/03/2018,29/03/2019,,,2,1,1,1,1,Approved,18/08/2017,,,
16/02597/FULL1,Bromley,,Completed,All Other,"Demolition of the existing bungalow and the construction of a two storey building to provide 2No 2 bedroom flats and 2No one bedroom flats, together with off street parking, cycle and refuse storage.",45,45,Ancaster Road,Beckenham,BR3 4DZ,11/05/2017,20/03/2018,,,4,1,3,3,3,Approved,25/08/2016,,,
