LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Net units with commencement date,Net units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
C2014/70740,Sutton,,Completed,All Other,"Demolition of existing buildings and erection of a part three, part three with roof accommodation, part four storey building to provide thirty eight 1 - bedroomed and nineteen 2 - bedroomed sheltered accommodation for the elderly with communal facilities and guest room together with refuse store, eighteen car parking spaces and scooter parking at rear, under croft driveway, new access road and associated soft and hard landscaping.",Part of Carshalton College Site fronting,Part of Carshalton College Site fronting,Denmark Road,Carshalton,SM5 2JA,01/02/2016,01/07/2017,,,57,0,57,57,57,Approved,28/04/2015,,,
14/2735/FUL,Richmond upon Thames,,Completed,All Other,"New Build detached house to rear, new garages within current large garden plot of 67 High St Hampton, new car access alongside existing house and demolition of single storey garage.",67,67,High Street,,TW12 2SX,,23/06/2017,,,1,0,1,0,1,Approved,30/10/2014,,,
2015/2277,Hackney,,Completed,All Other,"Demolition of existing redundant WC block on corner of Millfields Road and Mildenhall Road and erection of four-storey building providing nine residential flats (two 3-bedroom, four 2-bedroom and three 1-bedroom) as well as flexible A1, A2, A3, B1 and D1 floor space at ground floor level; establishment of associated cycle storage (12 spaces) and refuse/recycling storage; erection of balconies to residential flats with balustrades; establishment of landscaping; establishment of green roofs and photovoltaic panels",Redundant WC Block,Redundant WC Block,"Millfields Road,",,E5 0RU,15/03/2016,12/09/2017,,,9,0,9,9,9,Approved,11/12/2015,,,
15/P3479,Merton,,Completed,Prior Approval,PRIOR APPROVAL FOR CHANGE OF USE FROM RETAIL (A1 USE) ON GROUND FLOOR TO RESIDENTIAL (CLASS C3) ON GROUND FLOOR,48,48,Durham Road,West Wimbledon,SW20 0TW,01/06/2017,31/10/2017,,,1,0,1,1,1,Approved,02/11/2015,,,
17/00628/FUL,Croydon,,Completed,All Other,Use as two bedroom house,37,37,West Street,Croydon,CR0 1DJ,21/11/2017,21/11/2017,,,1,0,1,1,1,Approved,13/04/2017,,,
2012/04243/FUL,Hammersmith and Fulham,,Completed,All Other,"Change of use of ground and first floor levels from offices (Class B1) to provide 22 residential units (Class C3) comprising of 9 x 1 bedroom flats, 9 x 2 bedroom flats and 4 x 3 bedroom flats at first floor level; and to provide flexible business, commercial and community uses at ground floor level (Classes A1, A3, B1, D1 and D2); alterations to fenestration; insertion of screens to divide terraces between flats",Edison Court And Tesla Court,Edison Court And Tesla Court,Warple Way,,W3 7HJ,13/10/2014,31/03/2018,,,22,0,22,22,22,Approved,02/07/2014,,,
2072/15,Redbridge,,Completed,All Other,Demolition of existing building. New three storey building to provide nine self contained flats (summary).,604-606,604-606,Cranbrook Road,Ilford,IG2 6RG,10/02/2016,31/05/2017,,,9,0,9,9,9,Approved,18/09/2015,,,
13/01786/RES,Croydon,,Completed,All Other,Demolition of the existing buildings at 69 Lower Road; erection of two/three storey building with lower basement comprising 7 two bedroom and 4 one bedroom flats; formation of vehicular access and provision of 15 car parking spaces with associated cycle parking for 69 Lower Road; provision of 4 car parking spaces at Legion House (approval of reserved matters in respect of outline planning permission 12/00312/P),69,69,Lower Road,Kenley,CR8 5NH,13/09/2015,31/01/2018,,,11,0,11,11,11,Approved,12/09/2013,,,
142627,Brent,,Completed,All Other,"Conversion of first, second and third floors from office (Use Class A2) into 3 self-contained flats (1x 2bed, 2x studio flats), erection of first floor rear extension, alterations to existing rear extension along with replacement of first floor rear window with glazed doors to provide a terrace for first floor flat, and provision of bin store within entrance","Offices 1st 2nd 3rd Floors, 101A","Offices 1st 2nd 3rd Floors, 101A",Kilburn High Road,"London,",NW6 6JE,19/05/2016,25/10/2017,,,3,0,3,3,3,Approved,22/09/2014,,,
2160/15,Redbridge,,Completed,Prior Approval,Change of use of part of building from Storage & Distribution (B8) to Dwelling (C3).,400,400,Roding Lane South,Woodford,IG8 8EX,30/05/2017,30/05/2017,,,12,0,12,12,12,Approved,28/07/2015,,,
F/01319/12,Barnet,,Completed,All Other,"Erection of 45 self-contained units with associated car parking, cycle storage, amenity space, landscaping, refuse/recycling access, following demolition of existing building and structures.",Chandos Lawn Tennis Club,Chandos Lawn Tennis Club,Chandos Way,,NW11 7HP,16/04/2015,01/01/2018,,,45,0,45,45,45,Approved,22/09/2014,,,
15/03522/FULL1,Bromley,,Completed,All Other,Second floor extension to form 2 x two bedroom and 2 x one bedroom residential units and refurbishment of existing maisonettes at 187 - 197 High Street Orpington,187,187,High Street,Orpington,BR6 0PF,17/11/2015,29/01/2018,,,4,0,4,4,4,Approved,17/11/2015,,,
D2016/73868,Sutton,,Completed,All Other,"Demolition of existing dwellings and erection of four 3 - bedroomed two storey terrace houses with roof accommodation, a pair of 2 bedroomed two storey houses with roof accommodation and a detached 3 - bedroomed chalet bungalow together with car, cycle refuse and recycling facilities and associated hard and soft landscaping.",Wandle Mill Yard,Wandle Mill Yard,Wandle Road,Beddington,CR0 4SD,31/03/2017,31/03/2018,,,7,0,7,7,7,Approved,01/07/2016,,,
16/06026/FUL,Croydon,,Completed,All Other,Alterations and use of existing basement as a self contained studio flat.,1,1,Upland Road,South Croydon,CR2 6RD,06/10/2017,06/10/2017,,,1,0,1,1,1,Approved,30/03/2017,,,
PA/17/01936,Tower Hamlets,,Completed,All Other,Retention of first and second floor rear extension. Internal reconfiguration to provide a single 3 bed residential unit.,232A,232A,Whitechapel Road,,E1 1BJ,22/09/2017,22/09/2017,,,1,0,1,1,1,Approved,22/09/2017,,,
B/02451/14,Barnet,,Completed,All Other,Creation of basement and part single part two storey side extension in order to create additional self contained flat.,50A,50A,Friern Barnet Lane,Coppetts,N11 3NA,,08/04/2017,,,1,0,1,0,1,Approved,02/07/2014,,,
DC/17/105080,Lewisham,,Completed,All Other,"Certificate of Lawfulness [existing] in respect of the conversion of rear parts of the ground floor at 116 wood vale, SE23 into a self-contained flat.",116,116,WOOD VALE,,SE23 3E,14/02/2018,14/02/2018,,,1,0,1,1,1,Approved,14/02/2018,,,
16/03832/FULL1,Bromley,,Completed,All Other,Change of use and conversion of the ground floor commercial unit and part of the first floor into 1No 2bed Self Contained flat,97,97,Maple Road,Penge,SE20 8UL,27/09/2016,06/02/2018,,,1,0,1,1,1,Approved,27/09/2016,,,
14/P3746,Merton,,Completed,Prior Approval,PRIOR APPROVAL FOR THE CHANGE OF USE OF FIRST AND PART OF SECOND AND THIRD FLOORS FROM OFFICE SPACE (CLASS B1) TO RESIDENTIAL (CLASS C3) CREATING 16 x FLATS.,"Standor House, 284","Standor House, 284",London Road,,CR4 3NB,10/01/2017,16/08/2017,,,16,0,16,16,16,Approved,03/12/2014,,,
14/P2376,Merton,,Completed,All Other,PROPOSED ERECTION OF A NEW BLOCK OF FLATS COMPRISING OF 4 X 1 BEDROOM AND 3 X 2 BEDROOM UNIT.,177 - 183,177 - 183,Hartfield Road,,SW19 3TH,09/11/2015,07/04/2017,,,7,0,7,7,7,Approved,29/04/2015,,,
2017/6534,Wandsworth,,Completed,All Other,Use of the property as two studio flats.,22,22,Glenburnie Road,,SW17 7PJ,02/11/2009,08/02/2018,,,2,0,2,2,2,Approved,08/02/2018,,,
17/03929/FUL,Croydon,,Completed,All Other,Erection of a detached two storey house; alterations to ground levels; landscaping; parking and associated works (AMENDED PLANS),Land Adjacent to 82,Land Adjacent to 82,Welcomes Road,Kenley,CR8 5HE,05/03/2018,05/03/2018,,,1,0,1,1,1,Approved,04/12/2017,,,
71293/APP/2016/2700,Hillingdon,,Completed,All Other,"Two storey, 3-bed detached dwelling with associated parking and amenity space, involving demolition of existing bungalow",124,124,North View,Eastcote,HA5 1PF,07/09/2016,30/06/2017,,,1,1,0,0,0,Approved,07/09/2016,,,
12/P2165,Merton,,Completed,All Other,"Demolition of existing commercial buildings fronting Milner Road and construction of two residential blocks, one four storey and one three storey containing 16 apartments [8 two bedroom and 8 one bedroom] with access on to Milner Road.","Rear of Spur House, 14","Rear of Spur House, 14",Morden Road,,SW19 3BJ,04/06/2013,30/09/2017,,,16,0,16,16,16,Approved,04/06/2013,,,
2012/1609/P,Camden,,Completed,All Other,"Change of use and works of conversion from restaurant (Class A3) at first floor level, including use of the rear roof terrace, to a 1 bedroom self contained flat (Class C3).",68,68,Heath Street,,NW3 1DN,15/07/2013,21/03/2018,,,1,0,1,1,1,Approved,13/02/2013,,,
15/00712/P,Croydon,,Completed,All Other,Retention of one bedroom bungalow on site of old swimming pool,31,31,Hayes Lane,Kenley,CR9 5LF,06/11/2017,06/11/2017,,,1,0,1,1,1,Approved,14/04/2015,,,
P1707.10,Havering,,Completed,All Other,Extension of time of planning permission P2502.07 for three bedroom detached dwelling with garage.,Adjacent 15,Adjacent 15,Mill Park Avenue,Hornchurch,RM12 6HA,17/05/2011,01/04/2018,,,1,0,1,1,1,Approved,20/01/2011,,,
P1356.14,Havering,,Completed,All Other,Erection of 8no. new dwellings,Land at 215 - 227,Land at 215 - 227,St Mary's Lane,Upminster,RM14 3BX,20/04/2016,27/10/2017,,,8,0,8,8,8,Approved,27/08/2015,,,
17/0392,Brent,,Completed,All Other,"Conversion of lower ground floor (Use Class B1) into a 2 bedroom self contained flat and storage for the ground floor unit, and external alterations to the rear. Please note that this is a revised description.",570-570,570-570,High Road,Wembley,HA0 2AA,18/04/2017,14/03/2018,,,1,0,1,1,1,Approved,18/04/2017,,,
2017/1047,Hackney,,Completed,All Other,Change of use from live/work (sui generis) to a self-contained dwelling (use class C3),23,23,Wenlock Road,,N1 7SZ,26/05/2017,26/05/2017,,,1,0,1,1,1,Approved,26/05/2017,,,
14/01714/P,Croydon,,Completed,All Other,Demolition of existing buildings; erection of 3 two bedroom and 6 three bedroom townhouses and provision of 8 parking spaces,88,88,Drummond Road,Croydon,CR0 1TX,16/12/2015,01/01/2018,,,9,0,9,9,9,Approved,01/07/2014,,,
P1173.15,Havering,,Completed,All Other,Demolish existing garage and erection of new detached bungalow,90,90,Main Road,Romford,RM2 5JB,16/08/2016,23/02/2018,,,1,0,1,1,1,Approved,10/03/2017,,,
16/01087/P,Croydon,,Completed,All Other,Use as a house in multiple occupation with 11 Bedsits; erection of single storey side/rear extension and dormer extension in rear roof slope.,173,173,Brigstock Road,Thornton Heath,CR7 7JP,05/02/2018,31/03/2018,,,11,0,11,11,11,Approved,18/10/2016,,,
B2016/74014,Sutton,,Completed,Prior Approval,Change of use from an office to a residential use providing 3No. Residential units,10,10,LIND ROAD,Sutton,SM1 4PJ,,31/03/2018,,,3,0,3,0,3,Approved,16/05/2016,,,
2014/01545/FUL,Hammersmith and Fulham,,Completed,All Other,Change of use of the first and second floors from office (Class B1) into 5no self-contained residential flats (Class C3),282 - 284,282 - 284,Munster Road,,SW6 6BQ,29/07/2016,15/03/2018,,,5,0,5,5,5,Approved,23/06/2014,,,
172450FUL,Ealing,25/05/2017,Completed,All Other,"Change of use of dwelling to 4 self-contained residential units (2 x 1 bedroom, 2 x 2 bedroom); part single-storey, part-two storey rear/side wraparound extension; roof extension to the rear of the main roofslope; installation of a window on the side elevation and single rooflights on the front and side roofslopes; and associated amenity space, refuse and cycle storage",1 Friars Way,1,Friars Way,London,W3 6QF,08/03/2018,07/03/2020,,,4,1,3,3,3,Approved,08/03/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/172450FUL;
16/03639/FULL1,Bromley,,Completed,All Other,Demolition of existing garage/workshop and the erection of a two storey detached four bedroom dwelling with parking and associated landscaping,36,36,Village Green Avenue,Biggin Hill,TN16 3LN,22/09/2016,12/07/2017,,,1,0,1,1,1,Approved,22/09/2016,,,
10/AP/3527,Southwark,,Completed,All Other,"Partial demolition of existing building and construction of a new building on basement, ground, first and second floors for use as Class A1 retail on basement and ground floors and 6 flats of first and second floors, rear amenity space with area for refuse and cycle storage. Renewal of permission 07-AP-1643",39-47,39-47,Brunel Road,,SE16 4LD,02/05/2014,06/06/2017,,,6,0,6,6,6,Approved,15/06/2011,,,
2014/6765,Wandsworth,,Completed,All Other,Demolition of existing building and erection of four dwelling houses with associated parking.,1A,1A,Colinette Road,,SW15 6QG,17/08/2015,15/11/2017,,,4,0,4,4,4,Approved,19/02/2015,,,
B2017/76208,Sutton,,Completed,Prior Approval,Prior Approval for Change of use from an office to a residential use providing 5 flats.,86,86,LIND ROAD,SUTTON,SM1 4PL,01/06/2017,31/03/2018,,,5,0,5,5,5,Approved,24/03/2017,,,
15/AP/3903,Southwark,,Completed,All Other,"Erection of a mansard roof extension to create x1 one bedroom flat and x1 two bedroom flat at first, second and third floor levels",269,269,Old Kent Road,,SE1 5LU,27/01/2017,27/10/2017,,,2,0,2,2,2,Approved,11/12/2015,,,
17/01370/LDCE,Lambeth,,Completed,All Other,Application for a Certificate of Lawful Development (Existing) with respect to the use of the property located at third and fourth floor levels (Flat F) as a self-contained flat.,27,27,Thurlow Park Road,,SE21 8JP,02/06/2017,02/06/2017,,,1,0,1,1,1,Approved,02/06/2017,,,
16/01768,Newham,,Completed,Prior Approval,Prior approval for change of use from Office (Use Class B1a) to one bedroom flat (Use Class C3).,4,4,Milton Avenue,East Ham,E6 1BQ,01/04/2017,31/03/2018,,,1,0,1,1,1,Approved,01/08/2016,,,
17/02609/FULL1,Bromley,,Completed,All Other,Internal and external alterations to facilitate use of the Stableblock as a single dwellinghouse.,1,1,Marian Gardens,Bromley,BR1 3FH,24/08/2017,01/09/2017,,,1,0,1,1,1,Approved,24/08/2017,,,
2107/1152,Hackney,,Completed,All Other,"Conversion of office (B1 use class) floorspace at upper ground, first and second floor levels into three 1-bed flats (C3 use class); external alterations to rear elevation and in rear garden at upper ground floor level (including cycle parking and walkable metal grilles over lightwells); removal of car park and refuse/recycling storage and establishment of landscaping, boundary treatments and refuse/recycling storage in front courtyard; internal and external alterations to Grade II listed building",4,4,Manor Road,,N16 5SA,04/06/2017,24/10/2017,,,3,0,3,3,3,Approved,23/05/2017,,,
14/01371/FULL,Westminster,,Completed,All Other,"Use of the ground, first, second and third floors as a single family dwelling (Class C3). External alterations including the installation of windows and doors, a new terrace and stair to rear ground floor level and installation of rooflights.",47,47,Francis Street,,SW1P 1QR,01/02/2017,28/03/2018,,,1,0,1,1,1,Approved,09/07/2014,,,
17/5483/FUL,Barnet,,Completed,All Other,Retention of 1no self-contained unit at third floor level at the south east side of Block B (Retrospective Application),1-3,1-3,Station Road,West Hendon,NW4 4FA,04/04/2017,20/03/2018,,,1,0,1,1,1,Approved,11/10/2017,,,
J0005.14,Havering,,Completed,Prior Approval,Prior approval application for the change of use of 1st floor from office to residential,1a,1a,Suttons Lane,,RM12 6RD,08/12/2014,01/04/2018,,,1,0,1,1,1,Approved,15/07/2014,,,
PA/15/00162,Tower Hamlets,,Completed,All Other,"Demolition of the existing workshop building at 12 Dane place and the redevelopment of the site, to provide 7 new dwellings. Provision of a new single storey extension to the rear of the main Abbotts building at 470-480 Roman Road.",12,12,Dane Place,London,E3 5EJ,04/05/2016,24/08/2017,,,7,0,7,7,7,Approved,10/04/2015,,,
15/00372/FUL,Bexley,,Completed,All Other,Part one/part two storey rear extension to existing property and two storey side/rear extension to provide a new three bedroom dwelling with associated parking spaces.,14,14,Franklin Road,Bexleyheath,DA7 4QG,23/08/2016,14/06/2017,,,2,0,2,2,2,Approved,29/06/2015,,,
2018/0296,Hackney,,Completed,All Other,Existing use of the premises as 10 self-contained dwellings (use class C3) and associated external alterations,71,71,Downham Road,,N1 5AF,04/04/2018,04/04/2018,,,10,0,10,10,10,Approved,04/04/2018,,,
14/AP/0461,Southwark,,Completed,All Other,Demolition of the existing buildings at 81-83 Weston Street and erection of a mixed use development; including the construction of an extension between 77 and 79 Weston Street and a 4 to 7 storey mixed use building at 81 to 83 Weston Street. Comprising 8 residential units (Class C3) and 543 Sqm of new office (Class B1) space and associated landscaping works.,77-83,77-83,WESTON STREET,,SE1 3RS,10/10/2014,11/12/2017,,,8,0,8,8,8,Approved,20/06/2014,,,
2012/4941/P,Camden,,Completed,All Other,Change of use from cafe (Class A3) to a two-bedroom residential unit (Class C3) at ground floor level including the demolition and rebuild of a single storey rear extension with newly created internal lightwell and shopfront alterations.,155,155,Malden Road,,NW5 4HT,08/03/2016,09/11/2017,,,1,0,1,1,1,Approved,19/04/2013,,,
15/05050/P,Croydon,,Completed,All Other,Erection of three bedroom detached house,18,18,Bourne St,Croydon,CR0 1XL,27/03/2017,23/11/2017,,,1,0,1,1,1,Approved,19/02/2016,,,
A2016/76007,Sutton,,Completed,Prior Approval,Prior Approval for Change of use from an office to a residential use providing four units.,362,362,SUTTON COMMON ROAD,Sutton,SM3 9PL,,01/03/2018,,,4,0,4,0,4,Approved,30/01/2017,,,
15/P0083,Merton,,Completed,All Other,"ERECTION OF HIP TO GABLE ROOF EXTENSION AND REAR DORMER; ERECTION OF NEW PART SINGLE, PART TWO STOREY END OF TERRACE 4 BED DWELLINGHOUSE WITH PARKING PROVISION IN REAR GARDEN",1,1,Meadway,Raynes Park,SW20 9HY,15/07/2015,01/05/2017,,,1,0,1,1,1,Approved,29/04/2015,,,
15/00703/FUL,Enfield,,Completed,All Other,"Conversion of part of existing building to form 5 self-contained flats (comprising 2x1-bed, 2x2-bed and 1x studio) including alterations to roof, creation of roof terrace and balcony and asssociated landscaping.",1,1,Queens Avenue,London,N21 3JE,08/01/2016,31/05/2017,,,5,0,5,5,5,Approved,08/06/2015,,,
15/02394/P,Croydon,,Completed,All Other,Alterations; erection of single storey infill extension and dormer extension in rear roof slope; use of upper floors as two bedroom flat,18,18,Westow Street,London,SE19 3AH,04/10/2017,04/10/2017,,,1,0,1,1,1,Approved,13/10/2015,,,
2016/1869,Wandsworth,,Completed,All Other,Erection of mansard roof extension to main rear roof (with french doors and safety balustrade) and above part of two-storey back addition including formation of roof terrace with 1.7m high safety balustrade surround to create 1 x 2-bedroom unit.,193B,193B,Latchmere Road,,SW11 2LA,02/11/2016,20/09/2017,,,1,0,1,1,1,Approved,30/06/2016,,,
2014/1778,Wandsworth,,Completed,All Other,Erection of two storey building to provide a 1 bedroom self contained residential unit to the rear of existing shop.,Rear of 82,Rear of 82,Balham High road,,SW12 9AG,01/04/2017,31/03/2018,,,1,0,1,1,1,Approved,12/09/2014,,,
15/03982/P,Croydon,,Completed,All Other,Erection of two storey 4 bedroom detached house with accommodation in roofspace; formation of new vehicular access and provision of associated parking ; and provision of refuse and cycle storage (amended description),"Land R/O 4, 6, 8","Land R/O 4, 6, 8",Quadrant Road,Thornton Heath,CR7 7DA,28/03/2017,13/01/2018,,,1,0,1,1,1,Approved,16/11/2015,,,
2015/3254,Hackney,,Completed,All Other,"Part single part two storey infill extension above existing ground floor roof to provide two bedroom duplex flat and balcony at second floor front/street elevation, ground floor front extension and new shopfront.",2,2,Median Road,,E5 0PL,15/08/2016,12/12/2017,,,2,0,2,2,2,Approved,06/11/2015,,,
P1673.15,Havering,,Completed,All Other,Proposed change of use from C2 residential institution to residential accommodation comprising 3no. flats,Abbotsford Nursing Home 21,Abbotsford Nursing Home 21,Gilbert Road,Romford,RM1 3BX,17/03/2016,14/02/2018,,,3,0,3,3,3,Approved,22/06/2016,,,
13/03265/FUL,Lambeth,,Completed,All Other,Change of use and alteration of existing building into one bedroom flat including demolition of existing toilet block and building of small extension.,18,18,Landor Road,,SW9 9PP,01/04/2015,19/01/2018,,,1,0,1,1,1,Approved,01/11/2013,,,
17/00180/FUL,Croydon,,Completed,All Other,"Alterations and subdivision to form a shop of part ground floor, 1 x two bedroom flat and 1 x 3 bedroom semi-detached house. Erection of part single / part two storey extension at rear, removal of one chimney stack at the rear and formation of vehicular access.",19,19,Upper Woodcote Village,Purley,CR8 3HF,16/03/2017,31/03/2018,,,2,0,2,2,2,Approved,16/03/2017,,,
P1680.14,Havering,,Completed,All Other,9 flats (1 No 1 bed and 8 No 2 bed) with associated landscaping & off street parking,,,Haydock Close,Hornchurch,RM12 6EA,05/07/2017,05/07/2017,,,9,0,9,9,9,Approved,07/04/2015,,,
2015/3877,Wandsworth,,Completed,Prior Approval,Determination as to whether prior approval is required for the change of use of ground floor from office (Class B1a) to residential (Class C3) to provide a two-bedroom flat.,Craven Court 1,Craven Court 1,Taybridge Road,,SW11 5PR,31/03/2016,01/04/2018,,,1,0,1,1,1,Approved,09/09/2015,,,
14/AP/0054,Southwark,,Completed,All Other,CONSTRUCTION OF A FOUR BEDROOM HOUSE OVER THREE STOREYS PLUS LOWER GROUND FLOOR WITH ASSOCIATED BICYCLE STORAGE AND LANDSCAPED GARDENS,93,93,GROVE LANE,,SE5 8SN,03/03/2016,01/05/2017,,,1,0,1,1,1,Approved,03/09/2014,,,
2017/5825,Wandsworth,,Completed,All Other,Use of the property as four self-contained flats (flats A B C D) with separate entrance (for more than 4 years).,175,175,Upper Tooting Road,,SW17 7TJ,01/10/2004,19/12/2017,,,4,0,4,4,4,Approved,19/12/2017,,,
16/04907/OUT,Croydon,,Completed,All Other,"Demolition of existing dwelling, erection of a building comprising 8 two bedroom flats, formation of vehicular access and provision of parking area with 8 spaces, cycle and refuse stores.",10,10,Croham Valley Road,South Croydon,CR2 7NA,12/05/2017,31/08/2020,,,8,1,7,7,7,Approved,12/05/2017,,,
2016/0530,Hackney,,Completed,All Other,Conversion of existing rear extension to a studio flat (use class C3). Insertion of two high level windows on the north (side) elevation.,220,220,Mare Street,,E8 3QE,24/06/2016,13/06/2017,,,1,0,1,1,1,Approved,20/06/2016,,,
14/P4222,Merton,,Completed,All Other,"ERECTION OF A PART FIVE, PART SIX AND PART SEVEN STOREY BUILDING TO PROVIDE: 540 SQM OF LIBRARY AND COMMUNITY SPACE (USE WITHIN CLASS D1) AND 270 SQ.M OF FLOORSPACE FOR USES WITHIN CLASS A1 (RETAIL) CLASS A2 (FINANCIAL AND PROFESSIONAL SERVICES) B1 (BUSINESS) AND D1 (NON RESIDENTIAL INSTITUTIONS) AT GROUND FLOOR LEVEL AND 54 RESIDENTIAL UNITS ABOVE WITH A DETACHED THREE STOREY BUILDING TO THE REAR TO PROVIDE 6 ADDITIONAL RESIDENTIAL UNITS. ACCESS TO PARKING SPACES (6 DISABLED BAYS), CYCLE PARKING, SERVICING AND FLATS OFF CAVENDISH ROAD WITH A FURTHER PEDESTRIAN ACCESS OFF VALLEY GARDENS.",Cavendish House 105 - 109,Cavendish House 105 - 109,High Street Colliers Wood,Colliers Wood,SW19 2HR,05/10/2015,28/12/2017,,,60,0,60,60,60,Approved,05/06/2015,,,
P0198.15,Havering,,Completed,All Other,erection of new 2 bed bungalow,rear of 2a,rear of 2a,Sowrey Avenue,Rainham,RM13 7LX,08/03/2017,23/03/2018,,,1,0,1,1,1,Approved,12/06/2015,,,
15/04622/PRJ,Enfield,,Completed,Prior Approval,Change of use from ground floor office (B1) to 2 x residential flats (C3).,487,487,Green Lanes,London,N13 4BS,18/05/2017,01/03/2018,,,2,0,2,2,2,Approved,26/11/2015,,,
DC16/096971,Lewisham,,Completed,All Other,"The retention of a three storey building incorporating balconies at 14 Wastdale Road SE23, to provide 6, one bedroom and 3, two bedroom self-contained flats, together with the provision of cycle storage, refuse storage and associated amenity space.",14,14,WASTDALE ROAD,,SE23 1HN,16/08/2016,16/05/2017,,,9,0,9,9,9,Approved,16/08/2016,,,
17/00491,Newham,,Completed,Prior Approval,"Prior approval for change of use of Unit 1, First Floor Office (Use Class B1a) to two bedroom flat (Use Class C3).","Hanah House, 150","Hanah House, 150",Maryland Street,Stratford,E15 1BY,01/04/2017,31/03/2018,,,1,0,1,1,1,Approved,10/04/2017,,,
16/5538,Brent,,Completed,All Other,"Erection of first floor rear extension, additional side windows to first floor, mansard roof extending to main roof and outrigger; Conversion of Flat 4 from one-bed to two-bed flat and to create additional 2 x one-bed flats, installation of six front facing rooflights and 2 rear roof windows.",170-172,170-172,High Road,,NW10 2PB,18/08/2017,14/12/2017,,,2,0,2,2,2,Approved,07/04/2017,,,
DC15/092999,Lewisham,,Completed,All Other,"The provision of two residential units to the upper floors together with a first floor rear extension, at 90 Lewisham High Street, SE13.",90,90,Lewisham High Street,,SE13 5JH,01/02/2016,01/01/2018,,,2,0,2,2,2,Approved,12/01/2016,,,
15/06620/FUL,Barnet,,Completed,All Other,Construction of 1no. self-contained bungalow with rooms in roof space provision of new crossover and associated landscape works,Rear of 13,Rear of 13,Laurel Way,,N20 8HR,01/07/2016,05/04/2018,,,1,0,1,1,1,Approved,25/01/2016,,,
DC16/098670,Lewisham,,Completed,All Other,"The construction of a rear roof infill extension at 6-7 Queensthorpe Mews SE26, together with conversion of part of the first floor from light industrial (B1c) to residential use (C3), increase in height of rear boundary wall and creation of rear roof terrace, and alterations to the front elevation and roof coverings. (Amended description)",6-7,6-7,QUEENSTHORPE ROAD,,SE26 4PH,07/02/2017,05/05/2017,,,1,0,1,1,1,Approved,06/02/2017,,,
16/P2039,Merton,,Completed,Prior Approval,PRIOR APPROVAL IN RELATION TO THE CHANGE OF USE FROM RETAIL USE CLASS A1 TO RESIDENTIAL USE CLASS C3,239,239,Northborough Road,Norbury,SW16 4TR,20/07/2016,11/10/2017,,,2,0,2,2,2,Approved,19/07/2016,,,
16/14199/FUL,Kingston upon Thames,,Completed,All Other,Erection of single storey 4 bedroom dwellinghouse with basement accommodation with access via driveway from Coombe Lane West,"Land to the Rear of 3,","Land to the Rear of 3,",Coombe Lane West,,KT2 7EW,02/08/2017,13/02/2018,,,1,0,1,1,1,Approved,20/04/2016,,,
2016/3083,Hackney,,Completed,All Other,Erection of two storey roof extension; installation of new shopfront; replacement of windows and change of use to a retail unit (use class A1) at ground floor level and three self-contained dwellings (use class C3) comprising 2 x 1 bed units and 1 x 2 bed unit,502,502,Kingsland Road,,E8 4AE,12/01/2017,21/11/2017,,,3,0,3,3,3,Approved,24/10/2016,,,
P0090.12,Havering,,Completed,All Other,Extension of time of P1982.08 -construction of a single dwelling.,Land adjacent 28,Land adjacent 28,Derby Avenue,Romford,RM7 9JR,10/05/2017,10/05/2017,,,1,0,1,1,1,Approved,21/03/2012,,,
15/2407/FUL,Richmond upon Thames,,Completed,All Other,"Erection of a pair of 2-storey semi-detached 1-bed cottages with car parking, cycle and refuse/recycling storage.",Car Park Adjacent To Number 23,Car Park Adjacent To Number 23,Holly Road,,TW1,14/06/2016,15/09/2017,,,2,0,2,2,2,Approved,24/07/2015,,,
17/3945/ES191,Richmond upon Thames,,Completed,All Other,Use of the rear ground floor unit as a self-contained flat under Use Class C3 (Residential).,245,245,Upper Richmond Road West,,SW14 8QS,09/02/2018,09/02/2018,,,1,0,1,1,1,Approved,09/02/2018,,,
2007/4109/P,Camden,,Completed,All Other,Erection of single-storey building with basement for use as a single-family dwellinghouse (Class C3) on site of existing private car park.,Site at rear of 40 Canfield Gardens,Site at rear of 40 Canfield Gardens,Fairhazel Gardens,,NW6 3EB,17/05/2011,01/04/2018,,,1,0,1,1,1,Approved,11/06/2008,,,
14/2505/P3JPA,Richmond upon Thames,,Completed,Prior Approval,Change of use of third floor from office (B1a) to residential (C3) comprising 1 x 1 bed flat,18A,18A,Hill Street,,TW9 1TN,13/06/2017,21/03/2018,,,1,0,1,1,1,Approved,18/08/2014,,,
P1339.12,Havering,,Completed,All Other,2 bedroom dwelling,1,1,MacLennan Avenue,Rainham,RM13 9SS,08/08/2016,01/04/2018,,,1,0,1,1,1,Approved,24/02/2014,,,
16/06018/FUL,Croydon,,Completed,All Other,Continued use of ground floor as 2 studio flats,2,2,Mansfield Road,South Croydon,CR2 6HN,16/06/2016,02/07/2017,,,2,0,2,2,2,Approved,16/06/2017,,,
