LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Net units with commencement date,Net units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
178504FUL,Ealing,27/11/2017,Completed,All Other,Conversion of single dwellinghouse into four self-contained residential units; two storey side extension with roof extension; single storey side and rear extensions; roof extension to rear (main) roofslope; installation of two rooflights to front roofslope; and associated car parking; amenity space; cycle and refuse storage,82 Old Ruislip Road,82,Old Ruislip Road,Northolt,UB5 6QQ,29/10/2018,21/12/2022,,,4,1,3,3,3,Approved,21/06/2018,,,https://pam.ealing.gov.uk/online-applications/PLAN/178504FUL;
2022/0367,Wandsworth,08/02/2022,Completed,All Other,Continued use of middle ground floor of property as a self-contained studio flat.,,45C,Trinity Road,London,SW17 7SD,26/05/2022,26/05/2022,,,1,0,1,1,1,Approved,26/05/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/0367
22/01777/LE,London Borough of Croydon,28/04/2022,Completed,All Other,"Alterations and conversion of former Public House to form 4 x 1-bed, 2 x 2-bed and 1 x 3-bed flats (Retrospective). Flat 1: Kitchen/Dining/Living Room + 2 bedrooms + 2 bathrooms maisonette (basement + ground floors) Flat 2: Kitchen/Dining/Living Room + 3 bedrooms + 2 bathrooms maisonette (basement + ground floors) Flat 3: Kitchen/Dining Room + 3 bedrooms + 1 bathroom maisonette (basement + ground floors) Flat 4: Kitchen/Dining/Living Room + 1 bedroom + 1 bathroom (1st floor) Flat 5: Kitchen/Dining/Living Room + 1 bedroom + 1 bathroom (1st floor) Flat 6: Kitchen/Dining/Living Room + 1 bedroom + 1 bathroom (2nd floor) Flat 7: Kitchen/Dining/Living Room + 1 bedroom + 1 bathroom (2nd floor)",,50,Canterbury Road,,CR0 3PU,23/06/2022,23/06/2022,,,7,0,7,7,7,Approved,23/06/2022,,,
20/03984/FUL,Enfield,21/12/2020,Completed,All Other,Conversion of single family dwelling into 2 self-contained flats.,,28,Leighton Road,,EN1 1XL,01/04/2022,31/03/2023,,,2,1,1,1,1,Approved,12/04/2021,,,
20/04420/P3O,Lambeth,21/12/2020,Completed,Prior Approval,Prior approval application for the change of use from Office (Use class B1(a)) at Unit 9 into a dwellinghouse (Use Class C3).,Grange Mills,,Weir Road,,SW12 0NE,01/04/2022,16/03/2023,,,1,0,1,1,1,Approved,23/07/2021,,,
1963/22,Redbridge,14/06/2022,Completed,All Other,"Loft conversion with rear dormer, relocation of one rooflight. Subdivision of existing first floor flat to create 1 x one-bedroom flat and 1 studio flat with associated amenity space, cycle parking and refuse. (Summary)(Amended Description)",Development At 27,,Balfour Road,Ilford,IG1 4HP,03/04/2019,03/04/2023,,,2,1,1,1,1,Approved,05/08/2022,,,
20/01412/PRECOU,London Borough of Newham,03/07/2020,Completed,Prior Approval,Prior approval consent for proposed change of use of upper floors from Retail (A1) to Residential (C3).,,45,High Street North,East Ham,E6 1HS,,31/03/2023,,,2,0,2,2,2,Approved,12/08/2020,,,
21/03685/FUL,Lambeth,17/09/2021,Completed,All Other,"Conversion of the lower ground floor flat into two flats, involving the erection of a single storey lower ground floor extension to the rear and formation of roof terrace 1.7m high obscure glazed screen to serve the upper ground floor flat, plus the provision of bike and bin stores.",144 Victoria Rise London LONDON SW4 0NW,,,,,27/05/2022,31/03/2023,,,2,1,1,1,1,Approved,18/05/2022,,,
22/04184/LE,London Borough of Croydon,07/10/2022,Completed,All Other,Use of the building as 5 self-contained flats,,681,London Road,,CR7 6AZ,28/10/2022,28/10/2022,,,5,1,4,4,4,Approved,28/10/2022,,,
21/P2120,Merton,28/05/2021,Completed,All Other,"ERECTION OF A SINGLE STOREY SIDE EXTENSION, ROOFSPACE CONVERSION AND CONVERSION OF SINGLE DWELLINGHOUSE INTO 1 X 3 BED & 1 x 2 BED SELF CONTAINED FLATS.",,13,Crusoe Road,Mitcham,,01/08/2021,16/08/2022,,,2,1,1,1,1,Approved,23/07/2021,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=21/P2120
19/01622/FUL,London Borough of Croydon,17/04/2019,Completed,All Other,Use of basement as a one bedroom flat and associated external alterations,,72,High Street,South Norwood,SE25 6EB,19/11/2022,19/11/2022,,,1,0,1,1,1,Approved,12/06/2019,,,
22/02563/LDCE,Lambeth,18/07/2022,Completed,All Other,Application for a Certificate of lawfulness (existing) in relation to the use of the existing building as 3 self-contained flats.,62 Claverdale Road London Lambeth SW2 2DL,,,,SW2 2DL,16/08/2022,16/08/2022,,,3,1,2,2,2,Approved,16/08/2022,,,
21/P0070,Merton,21/01/2021,Completed,All Other,"ERECTION OF 2 X SINGLE STOREY 1 BEDROOM GROUND FLOOR FLATS TO REAR OF SITE, REAR DORMER ROOF EXTENSION AND INSERTION OF 6X ROOFLIGHTS ON FRONT ROOFSLOPES TO PROVIDE ADDITIONAL 1 BEDROOM FLAT; INVOLVING INTERNAL ALTERATIONS AND RETENTION OF GROUND FLOOR RETAIL UNIT.",,340,West Barnes Lane,New Malden,KT3 6NB,15/08/2022,23/03/2023,,,3,0,3,3,3,Approved,19/05/2021,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=21/P0070
22/02826/FUL,London Borough of Newham,30/11/2022,Completed,All Other,Change of Use from C3 (Dwellinghouse) to C2 (Residential Institution),15 Carlyle Road Manor Park London Newham E12 6BL,,Carlyle Road,,E12 6BL,,31/03/2023,,,0,1,-1,-1,-1,Approved,10/02/2023,,,
J0021.19,Havering,27/06/2019,Completed,Prior Approval,"Change of use at ground floor (part), 1st floor and 2nd floor from B1A offices to 12 flats (8 x 1 bed and 4 x 2 bed). Please refer to covering letter, Transport Technical Note and Environmental Noise Survey & Acoustic Design Statement Report for further information. (Prior Approval)",1-3 WESTERN ROAD,1-3,WESTERN ROAD,Google shows no change,RM1 3JP,09/09/2020,09/09/2022,,,24,0,24,24,24,Approved,20/08/2019,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=J0021.19
2019/6437/P,Camden,25/02/2020,Completed,All Other,"Conversion of a single dwelling house into two self-contained flats (1x 3 Bed and 1x 2 Bed), erection of a single storey side and rear extension at ground floor, installation of a roof terrace at first floor level and a rear dormer window at roof level.",Former 1,,Menelik Road,,,01/04/2022,22/07/2022,,,2,1,1,1,1,Approved,25/08/2020,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2019/6437/P
20/01189/FUL,London Borough of Newham,10/06/2020,Completed,All Other,Proposed change of use of first floor office into a one bed one person apartment (Use Class C3) and provision of self-contained frontal entrance to proposed dwelling (This application site is located within Forest Gate Town Centre Conservation Area).,,78,Woodgrange Road,Forest Gate,E7 0EN,,31/03/2023,,,1,0,1,1,1,Approved,04/08/2020,,,
14/05911/FUL,Lambeth,,Completed,All Other,"Demolition of existing garage structures and the erection of a single storey dwellinghouse with a basement level to the rear of the site and a two storey dwellinghouse fronting Angles Road, incorporating private amenity space and communal landscaped outdoor space, two off street car parking spaces with access off Angles Road and provision for cycle and refuse storage.",Land Rear Of,7 To 29,Farm Avenue,,SW16 2UT,20/01/2018,30/06/2022,,,2,0,2,2,2,Approved,24/12/2014,,,
20/04020/FUL,Lambeth,19/11/2020,Completed,All Other,"Erection of house on land to the rear of 11 Minehead Road, fronting Hill House Road.",,11,Minehead Road,,SW16 2AW,30/11/2021,23/11/2022,,,1,0,1,1,1,Approved,02/06/2021,,,
18/01950/FUL,Enfield,29/05/2018,Completed,All Other,"Sub-division of site and erection of an end-of-terraced 2-storey, 5-bed dwelling house with integral garage, rooms roof and vehicular access.",Land Adjacent To 37 Browning Road,,,,EN2 0EJ,01/04/2022,31/03/2023,,,1,0,1,1,1,Refused,02/12/2019,,,
193650FUL,Ealing,20/08/2019,Completed,All Other,"Construction of a two storey building with accommodation in the roof space to provide 8 self-contained flats including associated amenity space, car parking, refuse storage and cycle storage provision (following demolition of two semi-detached dwellings)",1 And 2 Karoline Gardens,1 and 2,Western Avenue,Greenford,UB6 9JP,01/08/2020,17/06/2022,,,8,2,6,6,6,Approved,14/10/2019,,,https://pam.ealing.gov.uk/online-applications/PLAN/193650FUL;
P1647.21,Havering,25/08/2021,Completed,All Other,"2 x two storey, 4-bed, and 2 x two storey, 3-bed semi-detached dwellings with habitable roof space, associated parking, and amenity space.",Land between 8 & 9 Bretons Cottages,Land between 8 & 9 Bretons Cottages,Rainham Road,Rainham,RM13 7LL,10/11/2021,25/10/2022,,,4,0,4,4,4,Approved,09/11/2021,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P1647.21
21/05290/LP,Croydon,18/10/2021,Completed,All Other,"Alterations to dwelling to include installation of windows and doors, replacement of flat roof and removal of chimney; Use of dwelling as supported living accommodation for up to 5 adults within Use Class C3(b)",,76,Fairchildes Avenue,,CR0 0AN,01/03/2023,01/04/2023,,,1,1,0,0,0,Approved,13/01/2022,,,
20/1417/GPD15,Richmond upon Thames,29/05/2020,Completed,All Other,Change of use of office (B1a) to dwelling (C3),,112,Shacklegate Lane,,TW11 8SH,01/11/2021,08/11/2022,,,1,0,1,1,1,Approved,19/08/2020,,,
HGY/2019/2355,Haringey,05/08/2019,Completed,All Other,"3 no. two bed houses, in a new part two storey, part single storey and part basement building.","19, Caxton Road, London, N22 6TB",19,,,,10/02/2022,10/01/2023,,,3,0,3,3,3,Approved,11/12/2019,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GI0IAAW
P2020/0660/FUL,Islington,22/03/2020,Completed,All Other,Construction of a part two storey and part single storey rear extension and the conversion of two self-contained flats into one maisonette flat at lower ground and ground floor levels and associated alterations. .,,132,Highbury Hill,London,,09/09/2022,09/09/2022,,,1,2,-1,-1,-1,Approved,15/05/2020,,,
202756FUL,Ealing,30/07/2020,Completed,All Other,"Single storey rear extension; alterations for conversion from four flats to a single dwelling house, change to window location on side elevation (following demolition of existing rear extension)",63 Mount Park Road,,Mount Park Road,London,W5 2RU,15/12/2020,07/11/2022,,,1,4,-3,-3,-3,Approved,25/09/2020,,,https://pam.ealing.gov.uk/online-applications/PLAN/202756FUL;
216651FUL,Ealing,19/11/2021,Completed,All Other,Change of use of ground floor from Doctor's Surgery (Use Class E) to residential unit (Use Class C3),Bramley Road Surgery,,Bramley Road,London,W5 4SS,,01/09/2022,,,1,0,1,1,1,Approved,30/03/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/216651FUL;
22/03549/LDCE,London Borough of Lambeth,03/10/2022,Completed,All Other,Application for a Certificate of Lawful Development (Proposed) with respect to the use of the property as two self-contained flats.,39 Margate Road London Lambeth SW2 5DU,,,,,28/11/2022,28/11/2022,,,2,1,1,1,1,Approved,28/11/2022,,,
3079/21,Redbridge,03/08/2021,Completed,All Other,Change of use from single dwelling in to HMO for up to 6 people (summary),"32, Cobham Road, Seven Kings, Ilford, IG3 9JP",32,Cobham Road,Seven Kings,IG3 9JP,23/03/2022,04/01/2023,,,1,1,0,0,0,Approved,07/09/2021,,,
20/00364/FULL1,Bromley,13/02/2020,Completed,All Other,Erection of 2x three storey three-bedroom semi-detached family dwelling houses (Class C3) to be known as plots 9 and 10,,51,Palace Road,,BR1 3JU,21/02/2023,17/05/2022,,,2,0,2,2,2,Approved,02/07/2020,,,
E0001.23,Havering,06/01/2023,Completed,All Other,Certificate of Lawfulness for existing use of dwelling under Use Class C3(b) for four residents (Aged 18 and above) living together as a single household where care is provided,7 Percival Road,,Hornchurch,,RM11 2AH,28/02/2023,28/02/2023,,,1,1,0,0,0,Not Required,28/02/2023,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=E0001.23
2022/2900,Wandsworth,11/07/2022,Completed,Prior Approval,Determination as to whether prior approval is required for change of use from Nursery (Class E) to residential (Class C3) to provide 1 x 2-bedroom flat.,Ground Floor,,Trinity Crescent,London,SW17 7AE,,01/04/2023,,,1,0,1,1,1,Approved,01/09/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/2900
2021/1831,Hackney,08/06/2021,Completed,All Other,Amalgamation of building currently subdivided into flats into single dwelling. Demolition of existing rear extension and erection of two storey side extension and single storey rear extension.,,76,SOUTHGATE ROAD,HACKNEY,,01/06/2022,01/06/2022,,,1,6,-5,-5,-5,Approved,09/08/2021,,,/planning/index.html?fa=getApplication&id=70526
204945FUL,Ealing,02/12/2020,Completed,All Other,Part change of use of basement from dance studio (Use Class D1) to residential (Use Class C3) to accommodate 1 x studio flat.,219 High Street,,High Street,London,W3 9BY,01/11/2021,27/09/2022,,,1,0,1,1,1,Approved,23/06/2021,,,https://pam.ealing.gov.uk/online-applications/PLAN/204945FUL;
P2020/0676/FUL,Islington,02/04/2020,Completed,All Other,Erection of a single storey rear extension to create 1x 1bedroom self-contained unit and associated alterations at ground floor level.,,41,Stroud Green Road,London,N4 3FF,,09/01/2023,,,1,0,1,0,1,Approved,25/11/2020,,,http://site.com/?appref=P2020/0676/FUL-or-486266
2019/1224,Hackney,07/05/2019,Completed,All Other,"Conversion of three self-contained flats into a single family dwellinghouse, including basement and ground floor rear extensions, excavation of basement and introduction of front and rear lightwells and elevational change on the rear elevation at upper floors.",80,80,FILEY AVENUE,HACKNEY,N16 6JJ,18/04/2021,27/07/2022,,,1,3,-2,-2,-2,Approved,02/07/2019,,,/planning/index.html?fa=getApplication&id=25743
2022/03474/CLE,London Borough of Hammersmith and Fulham,29/11/2022,Completed,All Other,Continued use of the property as 2 x studio and 3 x 1 bedroom self-contained flats.,,35,Winslow Road,,W6 9SF,24/01/2023,24/01/2023,,,5,0,5,5,5,Approved,24/01/2023,,,
19/00459/FUL,Enfield,05/02/2019,Completed,All Other,"Variation of condition 2 of approval granted under planning application ref: 15/00848/FUL to allow changes to external materials, fenestrations, conversion of roofspace and internal layout.",,323,Fore Street,,N9 0PD,13/07/2018,31/03/2023,,,1,0,1,1,1,Approved,03/04/2019,,,
211509FUL,Ealing,25/01/2021,Completed,All Other,Conversion of the existing property into 4 self-contained flats; single storey rear wraparound extension; roof extension to rear (main) roof slope; part rear roof extension to rear outrigger roof slope and installation of two rooflights to front roof slope (following demolition of existing rear additions),28 Melbourne Avenue,,Melbourne Avenue,London,W13 9BT,02/03/2022,01/08/2022,,,4,1,3,3,3,Approved,09/02/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/211509FUL;
21/01620/FUL,Enfield,15/06/2021,Completed,All Other,Change of use of first floor and loft space from storage into 1 self-contained flat.,,237,Chase Side,,EN2 0RA,20/07/2018,31/03/2023,,,1,0,1,1,1,Approved,08/10/2021,,,
22/03614/LDCE,London Borough of Lambeth,10/10/2022,Completed,All Other,Application for a Certificate of Lawful Development (Existing) with respect to the use of the property as two self-contained flats.,118 Crimsworth Road London Lambeth SW8 4RL,,,,,05/12/2022,05/12/2022,,,2,1,1,1,1,Approved,05/12/2022,,,
22/01019/LE,London Borough of Croydon,11/04/2022,Completed,All Other,Use of the rear part of the ground-floor as a studio flat,,1031,London Road,,CR7 6JF,08/06/2022,08/06/2022,,,1,0,1,1,1,Approved,08/06/2022,,,
21/01151/FUL,Enfield,25/03/2021,Completed,All Other,Sub-division of site and erection of an end-of-terraced 2-storey dwellinghouse with associated cycle and car parking.,,56,Halstead Gardens,,N21 3DX,01/04/2022,31/03/2023,,,1,0,1,1,1,Approved,18/05/2021,,,
212269FUL,Ealing,04/03/2021,Completed,All Other,"Conversion of a single dwelling house to two self-contained units, with associated car parking, refuse and cycle storage; single storey rear extension; first floor rear extension; alteration to external side elevation involving installation of windows and door; Retention of single-storey front extension (in a modified form).",57A Empire Road,,Empire Road,Greenford,UB6 7EJ,,20/06/2022,,,2,1,1,1,1,Approved,17/06/2021,,,https://pam.ealing.gov.uk/online-applications/PLAN/212269FUL;
22/00332/FUL,Croydon,27/01/2022,Completed,All Other,Alterations; Erection of dormer extension in rear roofslope and installation of rooflights in front roofslope and use as a one bedroom flat.,,65C,Waddon Road,,CR0 4LH,01/08/2022,01/02/2023,,,1,0,1,1,1,Approved,24/03/2022,,,
21/AP/4532,London Borough of Southwark,13/12/2021,Completed,All Other,Certificate of Lawful Development (Proposed) for a change of use from a self-contained dwellinghouse (Use Class C3) to a small HMO for a maximum of six occupants (Use Class C4).,,30,Brewhouse Walk,,SE16 6LD,,01/01/2023,,,1,1,0,0,0,Approved,31/01/2022,,,
216145FUL,Ealing,27/10/2021,Completed,All Other,"Conversion of existing property into two self-contained residential units and provision of associated cycle storage, refuse storage facilities, private amenity space and off-street vehicle parking; first floor side to rear extension",85 Ferrymead Gardens,,Ferrymead Gardens,Greenford,UB6 9NH,22/04/2022,01/09/2022,,,2,1,1,1,1,Approved,05/01/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/216145FUL;
1372/20,Redbridge,20/05/2020,Completed,All Other,Demolish garage. Erection of 1x2 bedroom dwelling (C3) (Summary),Development At 44,44,Hathaway Gardens,Romford,,01/09/2021,17/08/2022,,,1,0,1,1,1,Approved,31/07/2020,,,
P2020/1005/FUL,Islington,11/05/2020,Completed,All Other,"Erection of mansard roof extension to provide 1x 2bedroom flat, shopfront alterations and associated alterations.",,122,Fonthill Road,London,N4 3HP,10/03/2020,16/03/2023,,,1,0,1,0,1,Approved,19/02/2021,,,
21/01826/FULL1,Bromley,14/04/2021,Completed,All Other,Reinstatement of single dwelling back to two semi detached dwellings with single storey side and rear extension,,25,Laxey Road,,BR6 6BL,30/09/2021,12/05/2022,,,2,1,1,1,1,Approved,29/06/2021,,,
22/3084/191,Barnet,16/06/2022,Completed,All Other,Use as 6no. self-contained flats,,57,Highfield Avenue,Golders Green,NW11 9EU,23/08/2022,23/08/2022,,,6,1,5,5,5,Approved,23/08/2022,,,
212089FUL,Ealing,25/02/2021,Completed,All Other,"Conversion of single dwellinghouse into three self-contained flats; incorporating a part single, part two, and part three storey rear extension; rear roof extension; installation of two rooflights to front roof slope; extension to rear facing light well; and provision of associated amenity space, cycle storage and refuse storage.",34 Chaucer Road,,Chaucer Road,London,W3 6DR,07/06/2021,26/08/2022,,,3,1,2,2,2,Approved,19/01/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/212089FUL;
22/01352/LE,London Borough of Croydon,30/03/2022,Completed,All Other,Lawful use of the property as five self contained flats,,65,Birchanger Road,South Norwood,SE25 5BE,24/05/2022,24/05/2022,,,5,1,4,4,4,Approved,24/05/2022,,,
202803,Waltham Forest,15/09/2020,Commenced,All Other,"Demolition of existing building, subdivision of site for construction of a 3 x two storey buildings to provide 1 x 3-bedroom detached single dwelling house and 2 x 2-bedroom semi-detached single dwelling houses, with associated car parking, refuse and recycling, bicycle storages and hard and soft landscaping.","53 Maida Avenue, Chingford, London, E4 7JH",,,,,04/01/2021,,,,6,0,6,3,3,Approved,22/03/2021,,,
212688,Waltham Forest,19/08/2021,Completed,All Other,Lawful Development Certificate (Existing) - Use of property as two flats (1 x 2-bedroom and 1 x 3-bedroom).,"195 Fulbourne Road, Walthamstow, E17 4HD",,,,,20/04/2022,20/04/2022,,,2,0,2,2,2,Approved,20/04/2022,,,
14/10918/FULL,Westminster,,Completed,All Other,"Erection of a building including excavation works to provide three basement storeys and six above ground storeys for mixed use purposes including up to 79 residential units, retail shops, restaurants, multi-purpose community hall, community space, cycle and car parking, servicing, landscaping, plant and other works. (Site also known as Moxon Street Car Park.)",,,Aybrook Street,,W1U 4AR,02/01/2018,01/04/2023,,,79,0,79,79,79,Approved,12/01/2016,,,
P1499.20,Havering,15/10/2020,Completed,All Other,"2 x one storey, 2-bed, detached dwellings, with associated parking and amenity space.",Gidea Park Rugby Club,,Crow Lane,,RM7 0EP,18/02/2021,23/05/2022,,,2,0,2,2,2,Approved,19/01/2021,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P1499.20
22/4106/FUL,London Borough of Barnet,10/08/2022,Commenced,All Other,"Conversion of main building and rear outbuilding from Office (Class E) to 2no residential units (Class C3). Ground floor infill and rear extension to front building, new glazed link to rear building, new pitched roof with rooflight to side roofslopes and cutting back rear building to create a new patio, changes to fenestration and provision of refuse and cycle storage and 1no. off-street parking space",,59,Hutton Grove,North Finchley,N12 8DS,01/04/2023,,,,2,0,2,2,2,Approved,05/10/2022,,,
20/P3208,Merton,02/11/2020,Completed,All Other,PROPOSED CHANGE OF USE FROM STORAGE FACILITY TO 1N SELF-CONTAINED ONE BEDROOM FLAT TO PROPERTY AT GROUND FLOOR LEVEL WITH ASSOCIATED WORKS.,,2D,Walpole Road,London,SW19 2BZ,01/07/2021,01/07/2022,,,1,0,1,1,1,Approved,24/12/2020,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=20/P3208
22/4884/191,Barnet,04/10/2022,Completed,All Other,Use a 2no. self-contained flats,,10,Hilton Avenue,North Finchley,N12 9HB,27/10/2022,27/10/2022,,,2,1,1,1,1,Approved,27/10/2022,,,
2020/2670,Wandsworth,24/07/2020,Completed,All Other,Redevelopment to provide a two-storey 2 bedroom dwelling (Class C3).,Rear Of 795,,Garratt Lane,London,SW17 0PF,02/02/2022,03/01/2023,,,1,0,1,1,1,Approved,18/11/2020,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2020/2670
19/00646/FUL,Enfield,18/02/2019,Completed,All Other,"Erection of a part single, part 2-storey end of terrace 3-bed single family dwelling house involving demolition of existing garages at side (PART RETROSPECTIVE).",,19,Nursery Gardens,,EN3 5NG,01/04/2022,31/03/2023,,,1,0,1,1,1,Approved,26/07/2019,,,
213308FUL,Ealing,14/05/2021,Completed,All Other,Conversion of a single dwellinghouse into three self-contained residential units; single storey side and rear wrap around extension; side porch extension (following demolition of existing porch); alteration of roof from hip to gable end; rear roof extension; and installation of window in front roofslope; alteration to external elevations; installation of raised patio to rear of property,20 Studland Road,,Studland Road,London,W7 3QX,01/08/2021,16/03/2023,,,4,1,3,3,3,Approved,02/07/2021,,,https://pam.ealing.gov.uk/online-applications/PLAN/213308FUL;
194465FUL,Ealing,18/10/2019,Completed,All Other,Conversion of two self-contained residential units into a single family dwellinghouse; single storey rear and single storey rear infill extension (following removal of external staircase and existing rear addition); roof extension to rear outrigger roof slope; 2x windows to first floor rear elevation (following removal of existing opening); and 1x replacement window to main rear roof slope (including enlargement of existing opening),27 And 27A Baldwyn Gardens,,Baldwyn Gardens,London,W3 6HJ,10/01/2021,30/11/2022,,,1,1,0,0,0,Approved,13/12/2019,,,https://pam.ealing.gov.uk/online-applications/PLAN/194465FUL;
P/1559/21,Harrow,13/04/2021,Completed,All Other,Conversion of dwelling into two flats (1 X 3 bed and 1 X 2 bed); installation of access ramp to front entrance; bin and cycle stores,56 Lorne Road Harrow HA3 7NJ,56,Lorne Road,Harrow,HA3 7NJ,03/03/2022,19/07/2022,,,2,1,1,1,1,Approved,01/07/2021,,,http://site.com?appref=P/1559/21-or-1130844
20/06509/FUL,London Borough of Croydon,06/01/2021,Completed,All Other,"Demolition of existing chalet style dwelling house and the erection of two pairs of four bed semi's with associated vehicular access, parking, refuse and recycling stores and cycle stores and private amenity space.",11 Briton Hill Road South Croydon CR2 0JG,,,,,01/04/2022,31/03/2023,,,4,1,3,3,3,Approved,01/10/2021,,,
216154FUL,Ealing,18/10/2021,Completed,All Other,"Conversion of the existing property into two self-contained residential units and provision of associated cycle storage, refuse storage facilities and amenity space; extension to existing vehicle crossover",63 Huxley Gardens,,Huxley Gardens,London,NW10 7EB,,20/10/2022,,,2,1,1,1,1,Approved,09/12/2021,,,https://pam.ealing.gov.uk/online-applications/PLAN/216154FUL;
20/00247/FUL,Lambeth,26/02/2020,Completed,All Other,"Erection of a single storey side extension to the ground floor flat, and the conversion of the upper flat into 2 residential units, involving the erection of a mansard roof extension, together with provision of refuse and cycle stores and other external alterations.",,19,Hinton Road,,SE24 0HJ,25/03/2021,31/03/2023,,,2,1,1,1,1,Approved,18/11/2020,,,
221306OPDFUL,Ealing,14/03/2022,Completed,All Other,"Conversion of a single dwellinghouse into two self-contained residential units; and provision of associated cycle storage, refuse storage, and private amenity space",262 Western Avenue,,Western Avenue,London,W3 0PH,,01/02/2023,,,2,1,1,1,1,Approved,27/05/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/221306OPDFUL;
20/P0027,Merton,12/12/2019,Completed,All Other,SINGLE STOREY REAR EXTENSION AND ALTERATIONS TO REAR STAIRCASE TO CREATE 1 X 1 BEDROOM FLAT.,,352,London Road,Mitcham,CR4 3ND,20/09/2021,20/09/2022,,,1,0,1,1,1,Approved,05/08/2020,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=20/P0027
2018/3434,Hackney,,Completed,All Other,"Conversion of an existing residential house into two self-contained units; a single storey side/rear infill extension at lower ground level; excavation of existing front lightwell, elevation changes to rear; 1no. rooflight on roof of outrigger.",107,107,Mayola Road,,E5 0RG,01/06/2022,31/03/2023,,,2,1,1,1,1,Approved,29/11/2018,,,
201815FUL,Ealing,30/06/2020,Completed,All Other,Conversion of single storey outbuilding into two storey detached single family dwellinghouse; facilitated by extension to add additional storey; and single storey side/rear extension.,Land Rear Of 73A/73B & 73 Berkeley Avenue,,Berkeley Avenue,Greenford,UB6 0NY,19/10/2021,09/09/2022,,,1,0,1,1,1,Approved,09/11/2020,,,https://pam.ealing.gov.uk/online-applications/PLAN/201815FUL;
22/03801/LE,London Borough of Croydon,12/09/2022,Completed,All Other,Continued use of property as two self-contained flats.,,93,Applegarth,Field Way,CR0 9DD,15/12/2022,15/12/2022,,,2,1,1,1,1,Approved,15/12/2022,,,
21/04111/FUL,Enfield,17/11/2021,Completed,All Other,"Conversion of single family dwelling house into 2 x self contained flats, with increase in roof height to create accommodation in roofspace, involving front and rear dormers, alterations to side fenestration and provision of cycle parking.",,19,Percy Gardens,,EN3 4RD,01/04/2022,31/03/2023,,,2,1,1,1,1,Approved,11/04/2022,,,
22/03653/DEMCON,Bromley Custodian Code,15/09/2022,Completed,Prior Approval,"Demolition of existing dwellinghouse and outbuildings. (Consultation under Class B, Part 11, of Schedule 2 of The Town and Country Planning (General Permitted Development) (England) Order 2015.",,12,Christy Road,,TN16 3DG,,10/01/2023,,,0,1,-1,-1,-1,Approved,11/11/2022,,,
19/02093/CLP,London Borough of Newham,26/07/2019,Completed,All Other,"Application for a lawful development certificate for the proposed use of the property as C3(c) which allows for groups of up to six people living together as a single household who fall outside the definition of a Class C4 House in Multiple Occupation (e.g. a small religious community may fall into this section as could a homeowner who is living with a lodger), and alterations to existing first floor side elevation window arrangement.",,6,Dean Street,Forest Gate,E7 9BJ,,31/03/2023,,,1,1,0,0,0,Approved,30/08/2019,,,
2022/2942,Hackney,05/12/2022,Completed,All Other,Lawful Development Certificate (Existing) for the use of the property as 3x self-contained flats (Use Class C3),,130,PETHERTON ROAD,HACKNEY,N5 2RT,01/04/2023,01/04/2023,,,3,1,2,2,2,Approved,30/01/2023,,,/planning/index.html?fa=getApplication&id=75114
2019/4014,Hackney,19/11/2019,Completed,All Other,"Erection of single storey side and rear ground floor extension, mansard roof extension including raising of party wall and chimney stacks, the conversion of the house into two self-contained flats.",174,174,ELDERFIELD ROAD,HACKNEY,E5 0AZ,22/06/2022,31/03/2023,,,2,1,1,1,1,Approved,20/01/2020,,,/planning/index.html?fa=getApplication&id=56521
